% Sierra SPYHIS Output Mon Sep 16 13:34:22 2019
        TIME,   x_origin_x,   x_origin_y,   x_origin_z,   u_origin_x,   u_origin_y,   u_origin_z,   v_origin_x,   v_origin_y,   v_origin_z,   a_origin_x,   a_origin_y,   a_origin_z,       x_cg_x,       x_cg_y,       x_cg_z,       u_cg_x,       u_cg_y,       u_cg_z,       v_cg_x,       v_cg_y,       v_cg_z,       a_cg_x,       a_cg_y,       a_cg_z,      x_tip_x,      x_tip_y,      x_tip_z,      u_tip_x,      u_tip_y,      u_tip_z,      v_tip_x,      v_tip_y,      v_tip_z,      a_tip_x,      a_tip_y,      a_tip_z,        x_P_x,        x_P_y,        x_P_z,        u_P_x,        u_P_y,        u_P_z,        v_P_x,        v_P_y,        v_P_z,        a_P_x,        a_P_y,        a_P_z,        x_Q_x,        x_Q_y,        x_Q_z,        u_Q_x,        u_Q_y,        u_Q_z,        v_Q_x,        v_Q_y,        v_Q_z,        a_Q_x,        a_Q_y,        a_Q_z,        x_R_x,        x_R_y,        x_R_z,        u_R_x,        u_R_y,        u_R_z,        v_R_x,        v_R_y,        v_R_z,        a_R_x,        a_R_y,        a_R_z
 5.00002e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.70936e-02, -5.03220e-01,  8.25166e-18, -5.52470e-01, -5.03220e-01,  8.25166e-18, -2.66827e+00,  2.49801e-01,  3.74814e-14,  4.89878e+00,  1.37788e+01, -3.95153e-09, -8.60866e-02, -9.96318e-01,  1.51324e-17, -1.08609e+00, -9.96318e-01,  1.51324e-17, -5.48199e+00,  4.72070e-01, -3.96477e-14, -1.30022e-01,  3.03106e+01, -8.20013e-09, -9.60574e-02, -9.95555e-01, -1.00000e-02, -1.09606e+00, -9.85555e-01,  5.70436e-10, -5.47752e+00,  5.30433e-01, -6.22601e-07,  1.74075e-01,  2.98910e+01, -5.62117e-03, -7.61157e-02, -9.97081e-01, -1.00000e-02, -1.07612e+00, -1.00708e+00,  4.25954e-10, -5.48645e+00,  4.13708e-01,  6.38410e-07, -4.49106e-01,  3.07291e+01,  5.01192e-03, -9.60574e-02, -9.95555e-01,  1.00000e-02, -1.09606e+00, -9.85555e-01, -5.70437e-10, -5.47752e+00,  5.30433e-01,  6.22602e-07,  1.74075e-01,  2.98910e+01,  5.62114e-03
 5.10002e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -7.35353e-02, -5.00042e-01,  2.32382e-18, -5.78912e-01, -5.00042e-01,  2.32382e-18, -2.62511e+00,  3.85685e-01, -1.08383e-14,  5.61133e+00,  1.32000e+01,  2.60188e-09, -1.41001e-01, -9.90058e-01,  1.49357e-18, -1.14100e+00, -9.90058e-01,  1.49357e-18, -5.49668e+00,  7.80872e-01, -1.67169e-13,  3.93604e+00,  3.05645e+01, -2.72930e-09, -1.50909e-01, -9.88703e-01, -1.00000e-02, -1.15091e+00, -9.78703e-01,  5.68289e-10, -5.48835e+00,  8.41767e-01, -2.62315e-07,  4.32451e+00,  3.06613e+01,  3.15774e-03, -1.31093e-01, -9.91412e-01, -1.00000e-02, -1.13109e+00, -1.00141e+00,  4.46908e-10, -5.50500e+00,  7.19976e-01,  2.61253e-07,  3.53486e+00,  3.04623e+01, -3.22818e-03, -1.50909e-01, -9.88703e-01,  1.00000e-02, -1.15091e+00, -9.78703e-01, -5.68289e-10, -5.48835e+00,  8.41767e-01,  2.62314e-07,  4.32451e+00,  3.06613e+01, -3.15777e-03
 5.20002e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -9.94539e-02, -4.95541e-01,  1.75730e-17, -6.04830e-01, -4.95541e-01,  1.75730e-17, -2.56211e+00,  5.13984e-01,  6.56982e-16,  5.79736e+00,  1.26369e+01, -3.74437e-09, -1.95546e-01, -9.80756e-01,  2.21784e-17, -1.19555e+00, -9.80756e-01,  2.21784e-17, -5.40882e+00,  1.07765e+00, -8.36238e-14,  1.09501e+01,  2.90126e+01,  3.25907e-09, -2.05356e-01, -9.78815e-01, -1.00000e-02, -1.20536e+00, -9.68815e-01,  3.19778e-10, -5.39756e+00,  1.13456e+00, -3.69844e-07,  1.10434e+01,  2.78729e+01, -1.01727e-02, -1.85736e-01, -9.82697e-01, -1.00000e-02, -1.18574e+00, -9.92697e-01,  6.79901e-10, -5.42008e+00,  1.02073e+00,  3.70476e-07,  1.08091e+01,  3.01580e+01,  1.06009e-02, -2.05356e-01, -9.78815e-01,  1.00000e-02, -1.20536e+00, -9.68815e-01, -3.19778e-10, -5.39756e+00,  1.13456e+00,  3.69844e-07,  1.10434e+01,  2.78729e+01,  1.01727e-02
 5.30001e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -1.24815e-01, -4.89766e-01,  2.45026e-17, -6.30192e-01, -4.89766e-01,  2.45026e-17, -2.51374e+00,  6.40950e-01,  2.97917e-14,  4.78113e+00,  1.26150e+01, -1.16800e-09, -2.49290e-01, -9.68487e-01, -1.07199e-17, -1.24929e+00, -9.68487e-01, -1.07199e-17, -5.34150e+00,  1.37614e+00,  8.29513e-15,  4.47304e+00,  3.04998e+01,  3.46884e-09, -2.58969e-01, -9.65973e-01, -1.00000e-02, -1.25897e+00, -9.55973e-01,  7.33592e-10, -5.32638e+00,  1.43435e+00,  9.64837e-08,  4.98084e+00,  3.10627e+01,  3.88553e-03, -2.39612e-01, -9.71001e-01, -1.00000e-02, -1.23961e+00, -9.81001e-01,  2.69262e-10, -5.35662e+00,  1.31793e+00, -1.01767e-07,  3.94254e+00,  2.99416e+01, -3.80119e-03, -2.58969e-01, -9.65973e-01,  1.00000e-02, -1.25897e+00, -9.55973e-01, -7.33592e-10, -5.32638e+00,  1.43435e+00, -9.64836e-08,  4.98084e+00,  3.10627e+01, -3.88548e-03
 5.40001e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -1.49692e-01, -4.82740e-01,  2.93506e-17, -6.55068e-01, -4.82740e-01,  2.93506e-17, -2.45480e+00,  7.61508e-01,  3.71923e-14,  5.53552e+00,  1.19605e+01,  3.18824e-09, -3.02197e-01, -9.53280e-01, -4.39449e-17, -1.30220e+00, -9.53280e-01, -4.39449e-17, -5.21660e+00,  1.65676e+00, -4.88886e-14,  1.35065e+01,  2.73648e+01,  3.62059e-09, -3.11705e-01, -9.50180e-01, -1.00000e-02, -1.31170e+00, -9.40180e-01,  5.08776e-10, -5.19798e+00,  1.71387e+00,  5.79555e-08,  1.40446e+01,  2.79078e+01, -8.29803e-03, -2.92690e-01, -9.56380e-01, -1.00000e-02, -1.29269e+00, -9.66380e-01,  4.79224e-10, -5.23522e+00,  1.59966e+00, -6.89954e-08,  1.29362e+01,  2.68376e+01,  8.92343e-03, -3.11705e-01, -9.50180e-01,  1.00000e-02, -1.31170e+00, -9.40180e-01, -5.08776e-10, -5.19798e+00,  1.71387e+00, -5.79553e-08,  1.40446e+01,  2.79078e+01,  8.29811e-03
 5.50001e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -1.74081e-01, -4.74487e-01,  1.10904e-17, -6.79457e-01, -4.74487e-01,  1.10904e-17, -2.42954e+00,  8.91679e-01, -4.55646e-14, -1.29555e-01,  1.41945e+01,  5.70575e-10, -3.53492e-01, -9.35438e-01, -3.25522e-17, -1.35349e+00, -9.35438e-01, -3.25522e-17, -5.03423e+00,  1.90581e+00, -9.88885e-14,  2.49471e+01,  2.13878e+01,  1.58681e-09, -3.62798e-01, -9.31777e-01, -1.00000e-02, -1.36280e+00, -9.21777e-01,  4.40702e-11, -5.01266e+00,  1.96064e+00,  7.39757e-08,  2.49679e+01,  2.05015e+01,  6.71200e-03, -3.44186e-01, -9.39099e-01, -1.00000e-02, -1.34419e+00, -9.49099e-01,  9.09973e-10, -5.05580e+00,  1.85097e+00, -8.91916e-08,  2.49216e+01,  2.22805e+01, -6.38863e-03, -3.62798e-01, -9.31777e-01,  1.00000e-02, -1.36280e+00, -9.21777e-01, -4.40702e-11, -5.01266e+00,  1.96064e+00, -7.39750e-08,  2.49679e+01,  2.05015e+01, -6.71203e-03
 5.60001e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -1.98258e-01, -4.64900e-01, -2.41263e-17, -7.03635e-01, -4.64900e-01, -2.41263e-17, -2.40161e+00,  1.02456e+00, -7.94696e-15,  4.31598e+00,  1.27641e+01,  1.49848e-09, -4.02547e-01, -9.15375e-01,  4.58699e-17, -1.40255e+00, -9.15375e-01,  4.58699e-17, -4.76964e+00,  2.09836e+00,  1.99080e-14,  3.10501e+01,  1.55179e+01,  4.27266e-09, -4.11635e-01, -9.11201e-01, -1.00000e-02, -1.41163e+00, -9.01201e-01, -2.03251e-10, -4.74788e+00,  2.14575e+00,  1.45823e-07,  3.07207e+01,  1.42317e+01, -8.24869e-03, -3.93460e-01, -9.19548e-01, -1.00000e-02, -1.39346e+00, -9.29548e-01,  1.09256e-09, -4.79140e+00,  2.05097e+00, -1.59176e-07,  3.13162e+01,  1.68323e+01,  8.48609e-03, -4.11635e-01, -9.11201e-01,  1.00000e-02, -1.41163e+00, -9.01201e-01,  2.03251e-10, -4.74788e+00,  2.14575e+00, -1.45822e-07,  3.07207e+01,  1.42317e+01,  8.24860e-03
 5.70001e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -2.22053e-01, -4.54013e-01, -3.66652e-17, -7.27429e-01, -4.54013e-01, -3.66652e-17, -2.36164e+00,  1.15517e+00, -4.57855e-14,  3.68719e+00,  1.33409e+01, -3.91664e-10, -4.48897e-01, -8.93564e-01,  1.08288e-16, -1.44890e+00, -8.93564e-01,  1.08288e-16, -4.52096e+00,  2.26927e+00,  4.62654e-14,  1.77846e+01,  1.95614e+01, -2.42799e-11, -4.57771e-01, -8.88953e-01, -1.00000e-02, -1.45777e+00, -8.78953e-01,  3.78017e-10, -4.49915e+00,  2.31125e+00,  2.72524e-07,  1.81580e+01,  1.97770e+01,  5.02842e-03, -4.40024e-01, -8.98175e-01, -1.00000e-02, -1.44002e+00, -9.08175e-01,  4.63519e-10, -4.54277e+00,  2.22729e+00, -2.53087e-07,  1.74247e+01,  1.93354e+01, -5.50379e-03, -4.57771e-01, -8.88953e-01,  1.00000e-02, -1.45777e+00, -8.78953e-01, -3.78017e-10, -4.49915e+00,  2.31125e+00, -2.72525e-07,  1.81580e+01,  1.97770e+01, -5.02842e-03
 5.80000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -2.45374e-01, -4.41846e-01, -4.88344e-17, -7.50751e-01, -4.41846e-01, -4.88344e-17, -2.29247e+00,  1.27243e+00,  1.57575e-14,  9.79200e+00,  1.00870e+01, -1.98759e-09, -4.93115e-01, -8.69968e-01,  1.09740e-16, -1.49311e+00, -8.69968e-01,  1.09740e-16, -4.31212e+00,  2.44102e+00,  1.29347e-13,  1.91887e+01,  1.73222e+01, -5.85609e-10, -5.01758e-01, -8.64940e-01, -1.00000e-02, -1.50176e+00, -8.54940e-01,  3.44625e-10, -4.28896e+00,  2.48083e+00,  3.17882e-07,  1.94831e+01,  1.75301e+01, -1.13276e-02, -4.84471e-01, -8.74997e-01, -1.00000e-02, -1.48447e+00, -8.84997e-01,  4.67134e-10, -4.33527e+00,  2.40121e+00, -3.25863e-07,  1.87842e+01,  1.71720e+01,  1.13294e-02, -5.01758e-01, -8.64940e-01,  1.00000e-02, -1.50176e+00, -8.54940e-01, -3.44625e-10, -4.28896e+00,  2.48083e+00, -3.17883e-07,  1.94831e+01,  1.75301e+01,  1.13276e-02
 5.90000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -2.67842e-01, -4.28606e-01, -7.01072e-17, -7.73218e-01, -4.28606e-01, -7.01072e-17, -2.20267e+00,  1.37586e+00, -2.63772e-14,  8.63697e+00,  1.04491e+01,  3.42463e-09, -5.35221e-01, -8.44746e-01,  1.25231e-16, -1.53522e+00, -8.44746e-01,  1.25231e-16, -4.10808e+00,  2.60010e+00,  4.49320e-14,  2.11032e+01,  1.48423e+01, -2.20876e-09, -5.43624e-01, -8.39325e-01, -1.00000e-02, -1.54362e+00, -8.29325e-01,  2.45924e-10, -4.08333e+00,  2.63846e+00,  3.65302e-08,  2.12339e+01,  1.46251e+01,  8.38501e-03, -5.26817e-01, -8.50167e-01, -1.00000e-02, -1.52682e+00, -8.60167e-01,  5.43021e-10, -4.13282e+00,  2.56174e+00, -3.17857e-08,  2.10044e+01,  1.50378e+01, -8.07462e-03, -5.43624e-01, -8.39325e-01,  1.00000e-02, -1.54362e+00, -8.29325e-01, -2.45924e-10, -4.08333e+00,  2.63846e+00, -3.65318e-08,  2.12339e+01,  1.46251e+01, -8.38494e-03
 6.00000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -2.89445e-01, -4.14326e-01, -9.10686e-17, -7.94821e-01, -4.14326e-01, -9.10686e-17, -2.10880e+00,  1.47322e+00,  5.87466e-15,  1.24201e+01,  7.34295e+00, -1.97663e-09, -5.75265e-01, -8.18022e-01,  1.86043e-16, -1.57526e+00, -8.18022e-01,  1.86043e-16, -3.89594e+00,  2.73846e+00,  1.19195e-13,  2.76553e+01,  8.36685e+00,  1.86558e-09, -5.83415e-01, -8.12228e-01, -1.00000e-02, -1.58342e+00, -8.02228e-01, -9.92912e-11, -3.87019e+00,  2.77469e+00, -3.26858e-07,  2.69738e+01,  7.14080e+00, -1.08389e-02, -5.67115e-01, -8.23817e-01, -1.00000e-02, -1.56711e+00, -8.33817e-01,  8.55732e-10, -3.92170e+00,  2.70224e+00,  3.16822e-07,  2.82701e+01,  9.64496e+00,  1.06061e-02, -5.83415e-01, -8.12228e-01,  1.00000e-02, -1.58342e+00, -8.02228e-01,  9.92915e-11, -3.87019e+00,  2.77469e+00,  3.26858e-07,  2.69738e+01,  7.14080e+00,  1.08389e-02
 6.10000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.09909e-01, -3.99249e-01, -9.20409e-17, -8.15285e-01, -3.99249e-01, -9.20409e-17, -1.98613e+00,  1.54185e+00,  2.24073e-14,  1.22174e+01,  6.28603e+00,  1.46750e-09, -6.13044e-01, -7.90111e-01,  2.33609e-16, -1.61304e+00, -7.90111e-01,  2.33609e-16, -3.68191e+00,  2.85712e+00,  5.67734e-14,  1.56413e+01,  1.54236e+01, -8.27688e-09, -6.20949e-01, -7.83986e-01, -1.00000e-02, -1.62095e+00, -7.73986e-01,  4.79092e-10, -3.65704e+00,  2.88921e+00,  2.14633e-08,  1.60034e+01,  1.55506e+01,  6.09251e-03, -6.05139e-01, -7.96235e-01, -1.00000e-02, -1.60514e+00, -8.06235e-01,  2.41085e-10, -3.70678e+00,  2.82502e+00, -1.64587e-08,  1.53507e+01,  1.52463e+01, -6.59648e-03, -6.20949e-01, -7.83986e-01,  1.00000e-02, -1.62095e+00, -7.73986e-01, -4.79092e-10, -3.65704e+00,  2.88921e+00, -2.14630e-08,  1.60034e+01,  1.55506e+01, -6.09249e-03
 6.20000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.29106e-01, -3.83576e-01, -6.77286e-17, -8.34483e-01, -3.83576e-01, -6.77286e-17, -1.84985e+00,  1.58727e+00, -1.44534e-14,  1.46721e+01,  2.82308e+00,  3.49002e-10, -6.49142e-01, -7.60723e-01,  1.61457e-16, -1.64914e+00, -7.60723e-01,  1.61457e-16, -3.54062e+00,  3.02200e+00, -2.94755e-14,  1.30324e+01,  1.72511e+01,  1.32018e-09, -6.56780e-01, -7.54268e-01, -1.00000e-02, -1.65678e+00, -7.44268e-01,  6.24875e-10, -3.51197e+00,  3.05590e+00,  1.12740e-07,  1.34292e+01,  1.74388e+01, -4.12843e-03, -6.41505e-01, -7.67178e-01, -1.00000e-02, -1.64150e+00, -7.77178e-01,  9.04051e-11, -3.56927e+00,  2.98810e+00, -1.09200e-07,  1.26142e+01,  1.70852e+01,  3.85592e-03, -6.56780e-01, -7.54268e-01,  1.00000e-02, -1.65678e+00, -7.44268e-01, -6.24875e-10, -3.51197e+00,  3.05590e+00, -1.12740e-07,  1.34292e+01,  1.74388e+01,  4.12839e-03
 6.30000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.46788e-01, -3.67666e-01, -3.34127e-17, -8.52164e-01, -3.67666e-01, -3.34127e-17, -1.68929e+00,  1.59348e+00,  8.78234e-15,  1.50001e+01,  5.81084e-01, -2.45229e-09, -6.83818e-01, -7.29706e-01,  7.67944e-17, -1.68382e+00, -7.29706e-01,  7.67944e-17, -3.39172e+00,  3.17821e+00, -1.05737e-13,  1.19992e+01,  1.82495e+01, -3.33777e-11, -6.91152e-01, -7.22907e-01, -1.00000e-02, -1.69115e+00, -7.12907e-01,  7.56093e-10, -3.35964e+00,  3.21281e+00, -6.89888e-08,  1.29186e+01,  1.88553e+01,  6.24362e-03, -6.76485e-01, -7.36504e-01, -1.00000e-02, -1.67649e+00, -7.46504e-01, -4.45117e-11, -3.42380e+00,  3.14360e+00,  8.73665e-08,  1.11352e+01,  1.75877e+01, -6.07925e-03, -6.91152e-01, -7.22907e-01,  1.00000e-02, -1.69115e+00, -7.12907e-01, -7.56093e-10, -3.35964e+00,  3.21281e+00,  6.89884e-08,  1.29186e+01,  1.88553e+01, -6.24363e-03
 6.40000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.63031e-01, -3.51634e-01, -2.16134e-17, -8.68407e-01, -3.51634e-01, -2.16134e-17, -1.55851e+00,  1.60915e+00,  1.99159e-14,  1.44083e+01, -5.46312e-01,  3.42341e-11, -7.16991e-01, -6.97141e-01,  5.10599e-17, -1.71699e+00, -6.97141e-01,  5.10599e-17, -3.22807e+00,  3.31949e+00, -1.81875e-13,  1.97711e+01,  1.06186e+01,  6.50463e-09, -7.23979e-01, -6.89988e-01, -1.00000e-02, -1.72398e+00, -6.79988e-01,  4.12496e-10, -3.19219e+00,  3.35454e+00,  3.20494e-07,  2.02154e+01,  1.07391e+01, -4.14924e-03, -7.10004e-01, -7.04295e-01, -1.00000e-02, -1.71000e+00, -7.14295e-01,  2.96829e-10, -3.26395e+00,  3.28445e+00, -3.31626e-07,  1.92842e+01,  1.05338e+01,  4.00017e-03, -7.23979e-01, -6.89988e-01,  1.00000e-02, -1.72398e+00, -6.79988e-01, -4.12496e-10, -3.19219e+00,  3.35454e+00, -3.20494e-07,  2.02154e+01,  1.07391e+01,  4.14928e-03
 6.50000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.77952e-01, -3.35543e-01, -3.47456e-18, -8.83328e-01, -3.35543e-01, -3.47456e-18, -1.42686e+00,  1.60754e+00, -3.37563e-14,  1.11116e+01,  1.35472e+00, -2.76545e-09, -7.48178e-01, -6.63560e-01,  5.79229e-17, -1.74818e+00, -6.63560e-01,  5.79229e-17, -3.00822e+00,  3.39237e+00, -8.86906e-14,  2.34926e+01,  4.66904e+00,  1.26049e-09, -7.54806e-01, -6.56073e-01, -1.00000e-02, -1.75481e+00, -6.46073e-01,  1.45953e-10, -2.97237e+00,  3.42410e+00, -2.58332e-07,  2.32541e+01,  4.12319e+00,  5.17261e-03, -7.41550e-01, -6.71048e-01, -1.00000e-02, -1.74155e+00, -6.81048e-01,  5.30142e-10, -3.04406e+00,  3.36064e+00,  2.51701e-07,  2.37575e+01,  5.18147e+00, -4.43158e-03, -7.54806e-01, -6.56073e-01,  1.00000e-02, -1.75481e+00, -6.46073e-01, -1.45953e-10, -2.97237e+00,  3.42410e+00,  2.58332e-07,  2.32541e+01,  4.12319e+00, -5.17262e-03
 6.60000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -3.91668e-01, -3.19419e-01,  1.88736e-17, -8.97045e-01, -3.19419e-01,  1.88736e-17, -1.31869e+00,  1.61812e+00,  2.01966e-14,  1.01977e+01,  1.16095e+00, -5.23711e-11, -7.77235e-01, -6.29258e-01,  1.52530e-17, -1.77724e+00, -6.29258e-01,  1.52530e-17, -2.81222e+00,  3.47678e+00,  7.03577e-15,  1.95288e+01,  7.91527e+00,  6.75421e-09, -7.83497e-01, -6.21461e-01, -1.00000e-02, -1.78350e+00, -6.11461e-01,  4.00589e-10, -2.77343e+00,  3.50794e+00,  1.19457e-07,  1.98674e+01,  7.90818e+00, -3.45372e-04, -7.70973e-01, -6.37055e-01, -1.00000e-02, -1.77097e+00, -6.47055e-01,  2.58826e-10, -2.85102e+00,  3.44562e+00, -1.31648e-07,  1.91532e+01,  7.96931e+00,  6.02480e-04, -7.83497e-01, -6.21461e-01,  1.00000e-02, -1.78350e+00, -6.11461e-01, -4.00589e-10, -2.77343e+00,  3.50794e+00, -1.19456e-07,  1.98674e+01,  7.90818e+00,  3.45378e-04
 6.70000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.04270e-01, -3.03300e-01,  5.09195e-17, -9.09646e-01, -3.03300e-01,  5.09195e-17, -1.20421e+00,  1.60608e+00, -9.03360e-15,  1.05260e+01, -9.10985e-01, -3.82980e-09, -8.04278e-01, -5.94254e-01, -5.50040e-17, -1.80428e+00, -5.94254e-01, -5.50040e-17, -2.59331e+00,  3.51599e+00, -8.21877e-14,  2.08329e+01,  4.11320e+00,  2.81374e-09, -8.10148e-01, -5.86158e-01, -1.00000e-02, -1.81015e+00, -5.76158e-01,  2.93438e-10, -2.55406e+00,  3.54445e+00, -1.89255e-07,  2.11268e+01,  4.00981e+00,  4.80099e-03, -7.98408e-01, -6.02350e-01, -1.00000e-02, -1.79841e+00, -6.12350e-01,  3.33872e-10, -2.63255e+00,  3.48753e+00,  1.77483e-07,  2.05685e+01,  4.18614e+00, -4.67114e-03, -8.10148e-01, -5.86158e-01,  1.00000e-02, -1.81015e+00, -5.76158e-01, -2.93438e-10, -2.55406e+00,  3.54445e+00,  1.89255e-07,  2.11268e+01,  4.00981e+00, -4.80101e-03
 6.80000e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.15855e-01, -2.87199e-01,  5.82919e-17, -9.21232e-01, -2.87199e-01,  5.82919e-17, -1.11842e+00,  1.62015e+00,  4.36862e-14,  8.21685e+00,  1.61490e+00, -2.45011e-09, -8.29129e-01, -5.58976e-01, -6.79772e-17, -1.82913e+00, -5.58976e-01, -6.79772e-17, -2.36877e+00,  3.52229e+00,  2.58639e-15,  2.46767e+01, -4.40209e+00,  4.44682e-09, -8.34594e-01, -5.50601e-01, -1.00000e-02, -1.83459e+00, -5.40601e-01, -2.58619e-11, -2.32825e+00,  3.54873e+00, -5.31146e-08,  2.43430e+01, -4.89924e+00,  1.11123e-03, -8.23664e-01, -5.67350e-01, -1.00000e-02, -1.82366e+00, -5.77350e-01,  6.19978e-10, -2.40928e+00,  3.49585e+00,  3.03233e-08,  2.50129e+01, -3.90341e+00, -1.36798e-03, -8.34594e-01, -5.50601e-01,  1.00000e-02, -1.83459e+00, -5.40601e-01,  2.58616e-11, -2.32825e+00,  3.54873e+00,  5.31142e-08,  2.43430e+01, -4.89924e+00, -1.11123e-03
 6.89999e-01,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.26657e-01, -2.70882e-01,  3.94064e-17, -9.32033e-01, -2.70882e-01,  3.94064e-17, -1.03956e+00,  1.63839e+00,  9.65942e-15,  8.05138e+00,  1.28445e+00, -2.47486e-10, -8.51549e-01, -5.24102e-01, -8.89866e-18, -1.85155e+00, -5.24102e-01, -8.89866e-18, -2.10756e+00,  3.43054e+00,  1.23320e-14,  2.79739e+01, -1.50117e+01,  2.70095e-09, -8.56620e-01, -5.15484e-01, -1.00000e-02, -1.85662e+00, -5.05484e-01, -4.13095e-10, -2.07110e+00,  3.45199e+00, -1.16479e-07,  2.70110e+01, -1.58089e+01,  6.93969e-04, -8.46477e-01, -5.32721e-01, -1.00000e-02, -1.84648e+00, -5.42721e-01,  9.46918e-10, -2.14401e+00,  3.40908e+00,  9.88444e-08,  2.89557e+01, -1.42492e+01, -5.45713e-04, -8.56620e-01, -5.15484e-01,  1.00000e-02, -1.85662e+00, -5.05484e-01,  4.13094e-10, -2.07110e+00,  3.45199e+00,  1.16479e-07,  2.70110e+01, -1.58089e+01, -6.93940e-04
