% Sierra SPYHIS Output Mon Sep 16 13:34:22 2019
        TIME,   x_origin_x,   x_origin_y,   x_origin_z,   u_origin_x,   u_origin_y,   u_origin_z,   v_origin_x,   v_origin_y,   v_origin_z,   a_origin_x,   a_origin_y,   a_origin_z,       x_cg_x,       x_cg_y,       x_cg_z,       u_cg_x,       u_cg_y,       u_cg_z,       v_cg_x,       v_cg_y,       v_cg_z,       a_cg_x,       a_cg_y,       a_cg_z,      x_tip_x,      x_tip_y,      x_tip_z,      u_tip_x,      u_tip_y,      u_tip_z,      v_tip_x,      v_tip_y,      v_tip_z,      a_tip_x,      a_tip_y,      a_tip_z,        x_P_x,        x_P_y,        x_P_z,        u_P_x,        u_P_y,        u_P_z,        v_P_x,        v_P_y,        v_P_z,        a_P_x,        a_P_y,        a_P_z,        x_Q_x,        x_Q_y,        x_Q_z,        u_Q_x,        u_Q_y,        u_Q_z,        v_Q_x,        v_Q_y,        v_Q_z,        a_Q_x,        a_Q_y,        a_Q_z,        x_R_x,        x_R_y,        x_R_z,        u_R_x,        u_R_y,        u_R_z,        v_R_x,        v_R_y,        v_R_z,        a_R_x,        a_R_y,        a_R_z
 1.04000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.04955e-01, -2.06370e-02,  2.49429e-16, -1.01033e+00, -2.06370e-02,  2.49429e-16,  1.90591e-02, -4.77330e-01,  9.26299e-15,  8.52134e-01, -9.59452e+00,  3.38182e-10, -9.99279e-01, -3.78631e-02, -4.91284e-16, -1.99928e+00, -3.78631e-02, -4.91284e-16,  4.36577e-02, -1.18573e+00,  2.11192e-14,  1.85631e+00, -1.07855e+01,  1.45832e-09, -9.99621e-01, -2.78690e-02, -1.00000e-02, -1.99962e+00, -1.78690e-02, -3.07440e-11,  2.92796e-02, -1.18622e+00, -4.38694e-08,  1.58719e+00, -1.08218e+01,  3.02371e-04, -9.98938e-01, -4.78573e-02, -1.00000e-02, -1.99894e+00, -5.78573e-02,  7.68813e-11,  5.80358e-02, -1.18524e+00,  5.46044e-08,  2.12519e+00, -1.07625e+01, -1.88685e-04, -9.99621e-01, -2.78690e-02,  1.00000e-02, -1.99962e+00, -1.78690e-02,  3.07430e-11,  2.92796e-02, -1.18622e+00,  4.38705e-08,  1.58719e+00, -1.08218e+01, -3.02351e-04
 1.05000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.04718e-01, -2.58295e-02,  1.69685e-16, -1.01009e+00, -2.58295e-02,  1.69685e-16,  2.87684e-02, -5.65775e-01,  1.67299e-14,  1.25497e+00, -1.08681e+01, -9.28327e-10, -9.98737e-01, -5.02908e-02, -1.82180e-16, -1.99874e+00, -5.02908e-02, -1.82180e-16,  6.49659e-02, -1.29768e+00,  1.01275e-14,  2.28923e+00, -9.32155e+00, -5.68868e-10, -9.99228e-01, -4.03028e-02, -1.00000e-02, -1.99923e+00, -3.03028e-02,  5.73863e-11,  5.00354e-02, -1.29842e+00, -2.54600e-07,  2.50572e+00, -9.32850e+00,  4.58266e-04, -9.98247e-01, -6.02787e-02, -1.00000e-02, -1.99825e+00, -7.02787e-02,  9.10381e-13,  7.98965e-02, -1.29695e+00,  2.59813e-07,  2.07468e+00, -9.30591e+00, -9.39974e-04, -9.99228e-01, -4.03028e-02,  1.00000e-02, -1.99923e+00, -3.03028e-02, -5.73866e-11,  5.00354e-02, -1.29842e+00,  2.54600e-07,  2.50572e+00, -9.32850e+00, -4.58307e-04
 1.06000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.04361e-01, -3.20589e-02, -3.79531e-17, -1.00974e+00, -3.20589e-02, -3.79531e-17,  4.35760e-02, -6.85652e-01,  4.38721e-14,  1.65918e+00, -9.80770e+00, -1.37581e-09, -9.97963e-01, -6.38583e-02, -1.62826e-17, -1.99796e+00, -6.38583e-02, -1.62826e-17,  9.04175e-02, -1.41221e+00,  2.67055e-14,  2.71415e+00, -8.48430e+00,  1.50648e-09, -9.98614e-01, -5.38795e-02, -1.00000e-02, -1.99861e+00, -4.38795e-02,  5.65496e-11,  7.31008e-02, -1.41334e+00,  2.56182e-07,  2.53115e+00, -8.53373e+00, -8.47897e-05, -9.97312e-01, -7.38371e-02, -1.00000e-02, -1.99731e+00, -8.38371e-02,  1.39088e-11,  1.07734e-01, -1.41108e+00, -2.52286e-07,  2.90278e+00, -8.44937e+00,  5.73086e-04, -9.98614e-01, -5.38795e-02,  1.00000e-02, -1.99861e+00, -4.38795e-02, -5.65495e-11,  7.31008e-02, -1.41334e+00, -2.56182e-07,  2.53115e+00, -8.53373e+00,  8.47493e-05
 1.07000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.03837e-01, -3.94533e-02, -1.45329e-16, -1.00921e+00, -3.94533e-02, -1.45329e-16,  6.23073e-02, -7.93748e-01, -2.56580e-14,  2.14516e+00, -1.08827e+01, -5.37923e-10, -9.96949e-01, -7.81041e-02,  3.65649e-16, -1.99695e+00, -7.81041e-02,  3.65649e-16,  1.12563e-01, -1.43537e+00,  8.35459e-15,  2.58424e+00, -6.40579e+00, -8.72363e-10, -9.97743e-01, -6.81357e-02, -1.00000e-02, -1.99774e+00, -5.81357e-02,  1.33037e-10,  1.01161e-01, -1.43628e+00, -8.06896e-08,  2.57744e+00, -6.40910e+00, -4.13450e-04, -9.96155e-01, -8.80725e-02, -1.00000e-02, -1.99615e+00, -9.80725e-02, -6.40471e-11,  1.23965e-01, -1.43446e+00,  7.74060e-08,  2.59173e+00, -6.38199e+00,  3.57990e-04, -9.97743e-01, -6.81357e-02,  1.00000e-02, -1.99774e+00, -5.81357e-02, -1.33036e-10,  1.01161e-01, -1.43628e+00,  8.06890e-08,  2.57744e+00, -6.40910e+00,  4.13484e-04
 1.08000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.03092e-01, -4.80323e-02, -3.47558e-16, -1.00847e+00, -4.80323e-02, -3.47558e-16,  8.75904e-02, -9.17379e-01, -2.74188e-14,  2.80241e+00, -1.28798e+01, -8.84222e-10, -9.95687e-01, -9.27924e-02,  5.39465e-16, -1.99569e+00, -9.27924e-02,  5.39465e-16,  1.41413e-01, -1.50955e+00,  2.06223e-14,  3.14009e+00, -8.27860e+00, -5.45223e-10, -9.96590e-01, -8.28332e-02, -1.00000e-02, -1.99659e+00, -7.28332e-02,  1.09175e-10,  1.31075e-01, -1.51049e+00,  5.52338e-08,  3.53355e+00, -8.25368e+00,  1.18061e-04, -9.94785e-01, -1.02752e-01, -1.00000e-02, -1.99478e+00, -1.12752e-01, -3.07934e-11,  1.51750e-01, -1.50861e+00, -4.81674e-08,  2.74676e+00, -8.30365e+00, -2.11094e-04, -9.96590e-01, -8.28332e-02,  1.00000e-02, -1.99659e+00, -7.28332e-02, -1.09173e-10,  1.31075e-01, -1.51049e+00, -5.52341e-08,  3.53355e+00, -8.25368e+00, -1.18060e-04
 1.09000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.02079e-01, -5.76622e-02, -3.91683e-16, -1.00745e+00, -5.76622e-02, -3.91683e-16,  1.14590e-01, -9.96580e-01, -9.42269e-16,  2.69965e+00, -6.10528e+00,  1.76871e-09, -9.94089e-01, -1.08446e-01,  7.60880e-16, -1.99409e+00, -1.08446e-01,  7.60880e-16,  1.79401e-01, -1.62340e+00, -1.97468e-14,  4.09645e+00, -1.23916e+01,  3.22161e-09, -9.95097e-01, -9.84967e-02, -1.00000e-02, -1.99510e+00, -8.84967e-02, -5.94839e-11,  1.68663e-01, -1.62448e+00,  3.14429e-07,  3.91805e+00, -1.24045e+01, -2.42852e-03, -9.93081e-01, -1.18395e-01, -1.00000e-02, -1.99308e+00, -1.28395e-01,  1.51252e-10,  1.90138e-01, -1.62231e+00, -3.06102e-07,  4.26890e+00, -1.23452e+01,  1.88006e-03, -9.95097e-01, -9.84967e-02,  1.00000e-02, -1.99510e+00, -8.84967e-02,  5.94858e-11,  1.68663e-01, -1.62448e+00, -3.14429e-07,  3.91805e+00, -1.24045e+01,  2.42854e-03
 1.10000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -5.00780e-01, -6.79832e-02, -4.43116e-16, -1.00616e+00, -6.79832e-02, -4.43116e-16,  1.46198e-01, -1.07256e+00, -1.48879e-14,  3.35114e+00, -6.87090e+00, -4.32362e-10, -9.92044e-01, -1.25530e-01,  7.24392e-16, -1.99204e+00, -1.25530e-01,  7.24392e-16,  2.31874e-01, -1.80452e+00, -3.67543e-14,  5.62275e+00, -1.67130e+01,  1.43951e-09, -9.93177e-01, -1.15595e-01, -1.00000e-02, -1.99318e+00, -1.05595e-01, -1.83766e-10,  2.16568e-01, -1.80627e+00,  2.89313e-07,  5.52531e+00, -1.67539e+01,  2.77733e-03, -9.90912e-01, -1.35466e-01, -1.00000e-02, -1.99091e+00, -1.45466e-01,  3.00330e-10,  2.47180e-01, -1.80278e+00, -2.82968e-07,  5.71876e+00, -1.66838e+01, -2.33252e-03, -9.93177e-01, -1.15595e-01,  1.00000e-02, -1.99318e+00, -1.05595e-01,  1.83768e-10,  2.16568e-01, -1.80627e+00, -2.89312e-07,  5.52531e+00, -1.67539e+01, -2.77738e-03
 1.11000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.99157e-01, -7.89650e-02, -3.33124e-16, -1.00453e+00, -7.89650e-02, -3.33124e-16,  1.78516e-01, -1.12221e+00,  3.68498e-14,  3.28744e+00, -3.93783e+00,  1.01584e-09, -9.89439e-01, -1.44358e-01,  6.30025e-16, -1.98944e+00, -1.44358e-01,  6.30025e-16,  2.89357e-01, -1.95298e+00,  2.21125e-14,  6.09211e+00, -1.36434e+01,  4.42414e-10, -9.90733e-01, -1.34442e-01, -1.00000e-02, -1.99073e+00, -1.24442e-01, -6.81941e-11,  2.72990e-01, -1.95512e+00,  1.76997e-07,  6.16282e+00, -1.36583e+01, -5.54047e-03, -9.88144e-01, -1.54274e-01, -1.00000e-02, -1.98814e+00, -1.64274e-01,  2.02690e-10,  3.05724e-01, -1.95085e+00, -1.66447e-07,  6.02145e+00, -1.36213e+01,  5.95835e-03, -9.90733e-01, -1.34442e-01,  1.00000e-02, -1.99073e+00, -1.24442e-01,  6.81957e-11,  2.72990e-01, -1.95512e+00, -1.76997e-07,  6.16282e+00, -1.36583e+01,  5.54044e-03
 1.12000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.97205e-01, -9.04094e-02, -1.92760e-16, -1.00258e+00, -9.04094e-02, -1.92760e-16,  2.13102e-01, -1.17053e+00, -5.84789e-15,  3.78845e+00, -5.69407e+00,  2.04379e-10, -9.86232e-01, -1.64590e-01,  3.51991e-16, -1.98623e+00, -1.64590e-01,  3.51991e-16,  3.56002e-01, -2.11053e+00, -4.40637e-14,  8.40263e+00, -2.42282e+01, -1.52119e-09, -9.87689e-01, -1.54697e-01, -1.00000e-02, -1.98769e+00, -1.44697e-01, -5.01302e-10,  3.38140e-01, -2.11316e+00,  1.82245e-07,  7.23699e+00, -2.44542e+01,  3.74632e-03, -9.84775e-01, -1.74483e-01, -1.00000e-02, -1.98478e+00, -1.84483e-01,  6.52679e-10,  3.73864e-01, -2.10790e+00, -1.73314e-07,  9.57664e+00, -2.40441e+01, -4.15180e-03, -9.87689e-01, -1.54697e-01,  1.00000e-02, -1.98769e+00, -1.44697e-01,  5.01303e-10,  3.38140e-01, -2.11316e+00, -1.82245e-07,  7.23699e+00, -2.44542e+01, -3.74627e-03
 1.13000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.94894e-01, -1.02321e-01, -5.36027e-20, -1.00027e+00, -1.02321e-01, -5.36027e-20,  2.47308e-01, -1.19748e+00,  2.94472e-14,  3.08348e+00, -7.39309e-01,  4.36837e-10, -9.82265e-01, -1.86687e-01,  3.50610e-17, -1.98226e+00, -1.86687e-01,  3.50610e-17,  4.39191e-01, -2.30445e+00, -3.51422e-14,  8.90280e+00, -1.92428e+01,  2.91194e-10, -9.83919e-01, -1.76825e-01, -1.00000e-02, -1.98392e+00, -1.66825e-01, -2.42616e-10,  4.18195e-01, -2.30797e+00, -1.65848e-07,  8.93311e+00, -1.92625e+01, -6.64759e-03, -9.80610e-01, -1.96549e-01, -1.00000e-02, -1.98061e+00, -2.06549e-01,  4.19642e-10,  4.60187e-01, -2.30092e+00,  1.68729e-07,  8.86840e+00, -1.91808e+01,  6.34104e-03, -9.83919e-01, -1.76825e-01,  1.00000e-02, -1.98392e+00, -1.66825e-01,  2.42616e-10,  4.18195e-01, -2.30797e+00,  1.65848e-07,  8.93311e+00, -1.92625e+01,  6.64757e-03
 1.14000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.92257e-01, -1.14346e-01,  2.24927e-16, -9.97634e-01, -1.14346e-01,  2.24927e-16,  2.81034e-01, -1.21120e+00,  3.41772e-14,  3.74068e+00, -2.92136e+00, -6.57994e-10, -9.77365e-01, -2.10874e-01, -3.09496e-16, -1.97737e+00, -2.10874e-01, -3.09496e-16,  5.44718e-01, -2.53785e+00,  2.77090e-14,  1.10016e+01, -2.12642e+01, -2.18117e-09, -9.79260e-01, -2.01055e-01, -1.00000e-02, -1.97926e+00, -1.91055e-01, -3.30874e-10,  5.17512e-01, -2.54310e+00, -2.48589e-07,  1.07408e+01, -2.14018e+01,  4.26628e-03, -9.75470e-01, -2.20692e-01, -1.00000e-02, -1.97547e+00, -2.30692e-01,  5.46577e-10,  5.71924e-01, -2.53260e+00,  2.57415e-07,  1.12660e+01, -2.11442e+01, -4.33181e-03, -9.79260e-01, -2.01055e-01,  1.00000e-02, -1.97926e+00, -1.91055e-01,  3.30874e-10,  5.17512e-01, -2.54310e+00,  2.48590e-07,  1.07408e+01, -2.14018e+01, -4.26627e-03
 1.15000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.89251e-01, -1.26607e-01,  3.71865e-16, -9.94627e-01, -1.26607e-01,  3.71865e-16,  3.20233e-01, -1.23998e+00,  3.72596e-16,  3.94984e+00, -2.44143e+00,  3.63271e-10, -9.71305e-01, -2.37403e-01, -7.02566e-16, -1.97131e+00, -2.37403e-01, -7.02566e-16,  6.66471e-01, -2.74878e+00, -1.30240e-14,  1.11549e+01, -1.17582e+01, -7.51605e-10, -9.73510e-01, -2.27649e-01, -1.00000e-02, -1.97351e+00, -2.17649e-01,  3.04712e-11,  6.33383e-01, -2.75626e+00, -1.62187e-07,  1.15712e+01, -1.17500e+01, -4.59946e-03, -9.69101e-01, -2.47157e-01, -1.00000e-02, -1.96910e+00, -2.57157e-01,  2.34504e-10,  6.99560e-01, -2.74130e+00,  1.53886e-07,  1.07224e+01, -1.17062e+01,  4.49206e-03, -9.73510e-01, -2.27649e-01,  1.00000e-02, -1.97351e+00, -2.17649e-01, -3.04720e-11,  6.33383e-01, -2.75626e+00,  1.62186e-07,  1.15712e+01, -1.17500e+01,  4.59948e-03
 1.16000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.85842e-01, -1.39138e-01,  5.28788e-16, -9.91219e-01, -1.39138e-01,  5.28788e-16,  3.65023e-01, -1.27824e+00,  2.50896e-14,  5.52109e+00, -6.45351e+00,  7.98817e-10, -9.64066e-01, -2.65460e-01, -8.17106e-16, -1.96407e+00, -2.65460e-01, -8.17106e-16,  7.84174e-01, -2.86589e+00,  5.28003e-14,  1.37078e+01, -1.60206e+01,  5.13280e-10, -9.66595e-01, -2.55785e-01, -1.00000e-02, -1.96659e+00, -2.45785e-01, -2.09805e-10,  7.51549e-01, -2.87442e+00, -1.51052e-07,  1.30085e+01, -1.63369e+01,  5.25418e-03, -9.61537e-01, -2.75135e-01, -1.00000e-02, -1.96154e+00, -2.85135e-01,  5.03518e-10,  8.16800e-01, -2.85737e+00,  1.67998e-07,  1.44135e+01, -1.57349e+01, -5.36710e-03, -9.66595e-01, -2.55785e-01,  1.00000e-02, -1.96659e+00, -2.45785e-01,  2.09804e-10,  7.51549e-01, -2.87442e+00,  1.51052e-07,  1.30085e+01, -1.63369e+01, -5.25418e-03
 1.17000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.81904e-01, -1.52254e-01,  4.90029e-16, -9.87281e-01, -1.52254e-01,  4.90029e-16,  4.23087e-01, -1.34211e+00,  2.13272e-14,  5.53888e+00, -4.03746e+00,  4.31803e-10, -9.55577e-01, -2.94700e-01, -9.40619e-16, -1.95558e+00, -2.94700e-01, -9.40619e-16,  9.13495e-01, -2.97310e+00,  8.37745e-14,  1.36295e+01, -1.05327e+01, -2.58289e-09, -9.58440e-01, -2.85118e-01, -1.00000e-02, -1.95844e+00, -2.75118e-01, -4.70669e-12,  8.80009e-01, -2.98311e+00, -7.09007e-08,  1.33682e+01, -1.07335e+01, -3.96266e-03, -9.52714e-01, -3.04281e-01, -1.00000e-02, -1.95271e+00, -3.14281e-01,  3.27205e-10,  9.46982e-01, -2.96310e+00,  7.56482e-08,  1.38882e+01, -1.03236e+01,  3.52135e-03, -9.58440e-01, -2.85118e-01,  1.00000e-02, -1.95844e+00, -2.75118e-01,  4.70559e-12,  8.80009e-01, -2.98311e+00,  7.09009e-08,  1.33682e+01, -1.07335e+01,  3.96267e-03
 1.18000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.77381e-01, -1.65912e-01,  4.99516e-16, -9.82757e-01, -1.65912e-01,  4.99516e-16,  4.82688e-01, -1.38955e+00, -1.27981e-14,  6.87223e+00, -6.83743e+00,  6.08477e-10, -9.45770e-01, -3.24873e-01, -7.23091e-16, -1.94577e+00, -3.24873e-01, -7.23091e-16,  1.05021e+00, -3.06202e+00,  7.09894e-14,  1.36357e+01, -7.06888e+00, -2.38895e-09, -9.48969e-01, -3.15399e-01, -1.00000e-02, -1.94897e+00, -3.05399e-01,  1.47388e-10,  1.01623e+00, -3.07349e+00, -1.91973e-08,  1.40968e+01, -7.08204e+00,  7.49568e-03, -9.42571e-01, -3.34348e-01, -1.00000e-02, -1.94257e+00, -3.44348e-01,  1.97895e-10,  1.08419e+00, -3.05054e+00,  2.15537e-08,  1.31977e+01, -7.11447e+00, -7.11987e-03, -9.48969e-01, -3.15399e-01,  1.00000e-02, -1.94897e+00, -3.05399e-01, -1.47389e-10,  1.01623e+00, -3.07349e+00,  1.91964e-08,  1.40968e+01, -7.08204e+00, -7.49566e-03
 1.19000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.72167e-01, -1.80223e-01,  2.51635e-16, -9.77543e-01, -1.80223e-01,  2.51635e-16,  5.61093e-01, -1.47062e+00,  2.08885e-14,  7.87676e+00, -7.10838e+00, -1.89515e-09, -9.34500e-01, -3.56024e-01, -5.85483e-16, -1.93450e+00, -3.56024e-01, -5.85483e-16,  1.20202e+00, -3.15637e+00,  7.39977e-14,  1.34439e+01, -3.43219e+00, -5.27070e-10, -9.38056e-01, -3.46677e-01, -1.00000e-02, -1.93806e+00, -3.36677e-01,  2.09413e-10,  1.16522e+00, -3.17037e+00,  6.20631e-08,  1.33208e+01, -3.65891e+00, -2.24009e-03, -9.30944e-01, -3.65370e-01, -1.00000e-02, -1.93094e+00, -3.75370e-01,  1.64643e-10,  1.23882e+00, -3.14237e+00, -7.32883e-08,  1.35800e+01, -3.22875e+00,  2.68672e-03, -9.38056e-01, -3.46677e-01,  1.00000e-02, -1.93806e+00, -3.36677e-01, -2.09414e-10,  1.16522e+00, -3.17037e+00, -6.20631e-08,  1.33208e+01, -3.65891e+00,  2.24011e-03
 1.20000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.66142e-01, -1.95281e-01,  8.31124e-17, -9.71519e-01, -1.95281e-01,  8.31124e-17,  6.47683e-01, -1.54681e+00, -7.99517e-14,  1.02645e+01, -1.02015e+01,  1.43780e-10, -9.21857e-01, -3.87588e-01, -3.38583e-17, -1.92186e+00, -3.87588e-01, -3.38583e-17,  1.32410e+00, -3.14989e+00,  1.61193e-14,  1.20899e+01,  1.30266e+00, -2.48038e-10, -9.25760e-01, -3.78381e-01, -1.00000e-02, -1.92576e+00, -3.68381e-01,  3.67799e-10,  1.29153e+00, -3.16369e+00,  8.64057e-09,  1.22475e+01,  1.20852e+00,  7.80516e-03, -9.17954e-01, -3.96795e-01, -1.00000e-02, -1.91795e+00, -4.06795e-01,  1.59789e-11,  1.35666e+00, -3.13608e+00, -6.66179e-09,  1.19516e+01,  1.35440e+00, -7.52529e-03, -9.25760e-01, -3.78381e-01,  1.00000e-02, -1.92576e+00, -3.68381e-01, -3.67798e-10,  1.29153e+00, -3.16369e+00, -8.64077e-09,  1.22475e+01,  1.20852e+00, -7.80519e-03
 1.21000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.59147e-01, -2.11210e-01, -2.57329e-16, -9.64523e-01, -2.11210e-01, -2.57329e-16,  7.55172e-01, -1.64241e+00, -2.15019e-14,  1.11738e+01, -8.55059e+00,  3.92995e-10, -9.08008e-01, -4.19013e-01,  3.00656e-16, -1.90801e+00, -4.19013e-01,  3.00656e-16,  1.44895e+00, -3.14133e+00, -2.23251e-14,  1.36585e+01, -7.98721e-01, -5.07072e-10, -9.12220e-01, -4.09944e-01, -1.00000e-02, -1.91222e+00, -3.99944e-01,  2.78218e-10,  1.41874e+00, -3.15536e+00,  2.64622e-07,  1.37312e+01, -8.79319e-01, -2.76923e-03, -9.03795e-01, -4.28083e-01, -1.00000e-02, -1.90380e+00, -4.38083e-01,  1.19912e-10,  1.47915e+00, -3.12730e+00, -2.63661e-07,  1.35791e+01, -7.04915e-01,  2.98653e-03, -9.12220e-01, -4.09944e-01,  1.00000e-02, -1.91222e+00, -3.99944e-01, -2.78216e-10,  1.41874e+00, -3.15536e+00, -2.64622e-07,  1.37312e+01, -8.79319e-01,  2.76927e-03
 1.22000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.51079e-01, -2.27937e-01, -3.88629e-16, -9.56455e-01, -2.27937e-01, -3.88629e-16,  8.56270e-01, -1.69474e+00, -1.23476e-14,  9.26973e+00, -2.29044e+00,  2.73268e-09, -8.92886e-01, -4.50346e-01,  8.16999e-16, -1.89289e+00, -4.50346e-01,  8.16999e-16,  1.57820e+00, -3.12882e+00,  4.95810e-14,  1.65836e+01, -5.11952e+00, -3.92400e-09, -8.97380e-01, -4.41413e-01, -1.00000e-02, -1.89738e+00, -4.31413e-01,  5.88463e-11,  1.55179e+00, -3.14210e+00, -2.48922e-07,  1.61353e+01, -5.44904e+00,  4.11676e-03, -8.88391e-01, -4.59279e-01, -1.00000e-02, -1.88839e+00, -4.69279e-01,  3.52506e-10,  1.60460e+00, -3.11553e+00,  2.60153e-07,  1.70346e+01, -4.80074e+00, -3.81789e-03, -8.97380e-01, -4.41413e-01,  1.00000e-02, -1.89738e+00, -4.31413e-01, -5.88435e-11,  1.55179e+00, -3.14210e+00,  2.48921e-07,  1.61353e+01, -5.44904e+00, -4.11676e-03
 1.23000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00,  0.00000e+00, -4.41970e-01, -2.45133e-01, -5.92338e-16, -9.47346e-01, -2.45133e-01, -5.92338e-16,  9.65030e-01, -1.73952e+00, -5.15365e-14,  1.09218e+01, -3.55670e+00,  1.53657e-11, -8.76235e-01, -4.81929e-01,  9.35457e-16, -1.87624e+00, -4.81929e-01,  9.35457e-16,  1.75531e+00, -3.18887e+00,  1.45061e-14,  1.79501e+01, -4.91150e+00, -3.68466e-09, -8.81009e-01, -4.73142e-01, -1.00000e-02, -1.88101e+00, -4.63142e-01,  8.26538e-11,  1.72627e+00, -3.20464e+00, -1.15614e-07,  1.79249e+01, -5.04621e+00, -1.33077e-03, -8.71462e-01, -4.90716e-01, -1.00000e-02, -1.87146e+00, -5.00716e-01,  3.60451e-10,  1.78434e+00, -3.17309e+00,  1.22262e-07,  1.79711e+01, -4.77142e+00,  1.36191e-03, -8.81009e-01, -4.73142e-01,  1.00000e-02, -1.88101e+00, -4.63142e-01, -8.26506e-11,  1.72627e+00, -3.20464e+00,  1.15615e-07,  1.79249e+01, -5.04621e+00,  1.33075e-03
