time_stamp,time_(s),max_principal_green_lagrange_strain_rate_percentile_95.0
1,0.0,2.9606455551614343e-13
2,0.00020026642018561687,0.003452103730333101
3,0.00040017901232744296,0.011609468324568368
4,0.0006000916049319677,0.026534442455430934
5,0.0008000041995425272,0.046303225870288386
6,0.0010002706266328328,0.06662241495081082
7,0.001200182237606447,0.08415929327555431
8,0.0014000891773481594,0.09878450591819829
9,0.0016003411039301903,0.11151247669257572
10,0.0018002249885413432,0.12297447577654654
11,0.002000088675298084,0.1327753685730167
12,0.0022002803552118753,0.1480506206135738
13,0.0024000893323721352,0.16520305331389337
14,0.002600221705655202,0.17274648864413625
15,0.0028003219801285054,0.17850571042821867
16,0.00300003605605935,0.185539681173094
17,0.003200073872620122,0.19626080487330427
18,0.003400084055896881,0.20478680112901673
19,0.0036000641308107147,0.20677244255723115
20,0.003800013594692383,0.21161225077675624
21,0.004000288357347022,0.22341531152874644
22,0.004200190948390272,0.23838364888737998
23,0.004400085692894862,0.24579611595081588
24,0.0046003330059996685,0.4299717763915877
25,0.004800226596331244,1.5973040709695727
26,0.0050001025770307385,2.9158263144377496
27,0.005200294804567571,3.579793091355625
28,0.005400103286852763,3.673266092477318
29,0.005600250129891711,3.6484777756891207
30,0.005800004354608933,3.908146242615532
31,0.006000014811061421,4.698113150661055
32,0.006200222523558555,5.7878737779473965
33,0.006400242604704293,6.71052212137959
34,0.006600074052396813,7.131230608780681
35,0.006800113121441038,7.147588713844323
36,0.007000034178856577,7.147886659641502
37,0.007200175725164372,7.516505490126599
38,0.007400200616743561,8.090920103741956
39,0.007600194471000362,8.805268857377534
40,0.0078002141423609015,9.556864078282441
41,0.008000266368831034,10.155627958383802
42,0.008200042567327271,10.537282809602116
43,0.00840032485988821,10.611672036041702
44,0.00860007906296775,10.458096261562165
45,0.00880031457765122,10.199095611065244
46,0.00900025808283391,9.986089152106345
47,0.009200129293934598,9.932785559965582
48,0.009400242580753825,9.842721934914731
49,0.009600255494862405,9.606450073516005
50,0.00980017592242679,9.341374374676573
51,0.01000000608679096,9.237724133930833
52,0.010200098189336138,9.363276749220237
53,0.010400098627863102,9.591234905816714
54,0.010600001786464261,9.700441676692595
55,0.01080015794975152,9.650766978769935
56,0.011000223836053804,9.452160462912232
57,0.011200210869513153,9.133439067269514
58,0.01140013123126782,8.746496503081515
59,0.011600342158815752,8.436482153717968
60,0.011800148534573,8.151898123444377
61,0.012000259903870884,7.856052958129545
62,0.012200341196761267,7.527018949442445
63,0.012400062862976537,7.167219893614294
64,0.01260014532344909,6.731894199867128
65,0.01280025753361706,6.300491534082592
66,0.013000065846125359,5.903251461734042
67,0.013200286822579673,5.520234368998876
68,0.013400238607745715,5.299213053088639
69,0.013600288722974193,5.195079736376077
70,0.013800100933323952,5.156172702856341
71,0.01400003698145064,5.301550137173921
72,0.014200105785163217,5.708027723048389
73,0.01440031336675952,6.281611991410033
74,0.014600312736675058,6.824582104304179
75,0.014800104522194218,7.1239880158771935
76,0.015000036054462474,7.35147917607747
77,0.01520010266775746,7.692048599589954
78,0.01540026477398329,8.099882276269474
79,0.015600128250898362,8.523279904406534
80,0.01580004766663199,8.835908894133574
81,0.016000021233003127,9.031690062364476
82,0.016200046076596173,9.132903444052415
83,0.01640011626404053,9.159068142396917
84,0.01660022889966374,9.146848860388422
85,0.016800030670277428,9.12483007330406
86,0.01700022733795708,9.085513213492511
87,0.01720011345318436,9.015584466236227
88,0.017400037069538434,8.911454250844223
89,0.01760034928179478,8.794834654453096
90,0.017800342814366765,8.65148513282562
91,0.01800001469792518,8.489891447401583
92,0.01820006829627246,8.31528326460558
93,0.01840014693053464,8.14672578946099
94,0.01860024896234482,7.969365472226599
95,0.0188000188010937,7.788002453003692
96,0.019000162262095673,7.582198702626081
97,0.019200324086687533,7.358536042611949
98,0.019400148762497904,7.120502163640655
99,0.01960034154353699,6.858435375904847
100,0.019800192867409142,6.597011534084821
101,0.020000054505121226,6.331782074073483
102,0.020200278608919667,6.047543358634376
103,0.02040015382824318,5.76142471488202
104,0.02060002889604488,5.47418993497976
105,0.02080025819695715,5.185233083173009
106,0.021000134892306226,4.896164811319299
107,0.02120001331838567,4.599191898928098
108,0.021400247645549264,4.297571439117461
109,0.02160013063607371,3.9973450965505073
110,0.021800016258649167,3.694521108049198
111,0.022000258431610117,3.4059372282147935
112,0.022200149630028383,3.1236753560074457
113,0.022400043619392424,2.848087760851388
114,0.022600294099217964,2.5835318948774897
115,0.022800193259923853,2.336375076948656
116,0.023000094628828575,2.1002783883534963
117,0.02319999758738627,1.8773537561002023
118,0.023400255757166453,1.6693972273598567
119,0.02360016103195275,1.4823390632116173
120,0.023800066327479746,1.3181363661321384
121,0.02400032561721425,1.1796510398018043
122,0.02420023139713433,1.0719697354468098
123,0.024400137552615157,0.9984299226765332
124,0.02460004407621224,0.9543975192148214
125,0.02480030479810865,0.9402181309933082
126,0.02500021223958227,0.9448562127076066
