time_stamp,time_(s),max_principal_green_lagrange_strain_rate_percentile_95.0
1,0.03460002894384675,59.00306155808358
2,0.03480005960979656,58.97624460513898
3,0.03500002224476209,58.88990718873721
4,0.03520002821168257,58.92248354212073
5,0.03540002520276143,58.950775343851575
6,0.03560004965000989,59.04961572011814
7,0.03580005710326094,58.873192752163405
8,0.03600003851878715,58.57194748949307
9,0.036200034861568274,58.64682447380824
10,0.03640004795793661,58.615410537843125
11,0.0366000459512103,58.52759958762619
12,0.03680002348557395,58.448783472794155
13,0.037000054953051656,58.371555064380544
14,0.0372000037987651,58.42326625400737
15,0.03740001661851382,58.3527326119002
16,0.03760002998444757,58.59566178826496
17,0.03780005924731389,58.66560982237732
18,0.03800001109373022,58.58743851880698
19,0.038200056991691,58.77245697781052
20,0.03840003918525229,58.92872379315064
21,0.03860003836405463,59.05338559290544
22,0.03880004187813939,59.015539769478835
23,0.03900002139736201,59.02297181398169
24,0.03920003814890396,59.1172868241116
25,0.03940002573512083,59.08385509691846
26,0.039600010786911034,58.88390227652506
27,0.039800014282586435,59.06611551766211
28,0.04000005775431989,58.730297216332886
29,0.040200031727953243,58.908957125891234
30,0.04040001529309971,58.90105520470665
31,0.04060001912587335,58.87968141663056
32,0.04080001124736307,58.72442409241986
33,0.041000045329246775,58.78960239813336
34,0.0412000634076241,58.8925114890629
35,0.0414000505684283,58.711789851759406
36,0.04160001086199177,58.84128148617988
37,0.04180002849919532,58.79542989891783
38,0.042000059827461064,58.854257987587516
39,0.04220001299696262,58.899930263724784
40,0.042400041616975734,58.729005589601115
41,0.04260001497337618,58.80179292802395
42,0.04280002313119639,58.893738102973316
43,0.04300000586357051,58.87245001425161
44,0.04320001563518754,58.71809797279884
45,0.04340004009920687,58.60107287663769
46,0.043600042545344844,58.67652131507343
47,0.04380006224836354,58.70864612893195
48,0.044000048759304446,58.68139711763097
49,0.04420005302187596,58.66777856728791
50,0.04440004165170304,58.652225502381285
51,0.044600025149933775,58.49271947483089
52,0.04480000579148693,58.55105221050873
53,0.04500000540703353,58.66499094531723
54,0.04520000061893126,58.880285285731006
55,0.04540000713422647,58.908937607068
56,0.045600018714092194,58.905390703930024
57,0.04580004207442054,58.893555222553914
58,0.046000050569441064,58.96641532591441
59,0.04620003842374209,59.13677812411078
60,0.046400040066172134,59.340640397092905
61,0.046600011703291935,59.24993154300171
62,0.04680004412960486,59.157433270328795
63,0.04700005307305242,59.098189275232265
64,0.04720003657804708,58.950086051035555
65,0.04740001863803231,59.01565268085169
66,0.04760000653614878,58.930988232067676
67,0.047800036640571836,58.75077816900975
68,0.04800001295474689,58.69771148373404
69,0.04820002469719456,58.86734331795327
70,0.04840004291370635,58.66889526799264
71,0.04860003365786234,58.65157459096231
72,0.048800049510377516,58.5456567445667
73,0.04900001559873481,58.6437045296417
74,0.049200000405825194,58.530529783883985
75,0.049400042072741686,58.48619941993877
76,0.04960002346566841,58.373374978847366
77,0.049800044494350805,58.387093918263496
78,0.05000002392346164,58.415663636195376
79,0.05020005025828384,58.37890416215993
80,0.050400015485063655,58.353360313118955
81,0.05060001077148536,58.498417750332884
82,0.0508000411628206,58.64087722634912
83,0.051000050084744064,58.54490106739904
84,0.051200028434143445,58.48080364564268
85,0.05140005476265783,58.52997974613514
86,0.05160003377707827,58.527144483204076
87,0.05180003196743112,58.672840395927075
88,0.052000025821607086,58.728730620815625
89,0.05220003300243116,58.62726204546907
90,0.05240001072611682,58.53279290549975
91,0.05260005092996131,58.57736300779503
92,0.052800059541782775,58.35958127574743
93,0.05300000907584919,58.409703299772374
94,0.053200000303089794,58.32570657932505
95,0.05340001068286147,58.28762558409798
96,0.05360003320029813,58.28401268363928
97,0.05380000548711881,58.24638763315551
