time_stamp,time_(s),max_principal_green_lagrange_strain_rate_percentile_95.0
1,0.01760005653691007,51.85827176258799
2,0.017800021921147303,51.88754521224534
3,0.01800002854424886,52.12933035908215
4,0.01820001321679503,51.99642815801097
5,0.018400042923253944,52.229765609674224
6,0.01860005750717186,52.146821114392324
7,0.01880004375036259,52.25907390867481
8,0.019000038865710136,52.41641315899119
9,0.019200004463107875,52.587666310770814
10,0.019400012974839568,52.88502743627673
11,0.01960004255158938,53.045770638159155
12,0.019800034835824622,53.48214958946455
13,0.020000036383649007,53.70260168554861
14,0.020200059802711286,54.00153053308766
15,0.020400058370768408,54.19348039569202
16,0.020600059702636172,54.55939620029602
17,0.020800055882741503,54.71668755615208
18,0.021000038779212183,54.87924294937153
19,0.021200010028234916,54.9149369222512
20,0.02140002521582802,54.716752665603664
21,0.021600027547788333,54.6707220060672
22,0.02180002179831603,54.85770717359987
23,0.02200005152963312,54.846083668581976
24,0.022200057850463077,54.99196590095366
25,0.022400049072688215,55.08121287146179
26,0.022600008419471924,55.30440802621595
27,0.02280003412356875,55.45002188551797
28,0.023000022297414466,55.57290545889923
29,0.02320000571715078,55.53096422814308
30,0.0234000235550914,55.66905293384636
31,0.023600049453785795,55.82217932434554
32,0.02380004748629363,55.98340176844198
33,0.024000028164307775,56.12497101968589
34,0.024200000611946815,56.140670798926166
35,0.024400034161433378,56.322516747830946
36,0.02460000231948768,56.43594824415036
37,0.024800027591701555,56.42813006475192
38,0.02500002428829002,56.50051682335856
39,0.025200054354264506,56.44958265655968
40,0.025400045165434863,56.51304663819353
41,0.025600039024572706,56.43957479272372
42,0.02580001370853688,56.37898267109912
43,0.0260000085935582,56.34252220558227
44,0.026200035572886617,56.5728257528103
45,0.026400054083399987,56.535456796042155
46,0.02660003807152626,56.69127595308635
47,0.026800015540370977,56.75906686513643
48,0.027000006653571766,56.618897438460706
49,0.02720003196727322,56.60244031909476
50,0.027400014523966554,56.78178259285046
51,0.02760003023820873,56.885754492337824
52,0.02780005890656822,56.9796952314084
53,0.02800005067334659,57.0665046985001
54,0.028200006948684915,56.9755429992086
55,0.02840004345007821,57.04312831311531
56,0.028600000459051027,57.06310443269088
57,0.028800062336268233,57.06072836676215
58,0.02900005255982267,57.28903401233285
59,0.029200058144509676,57.34397946384633
60,0.029400008701917155,57.614753066126795
61,0.0296000282511001,57.723712470972465
62,0.029800029890079696,57.89205337595173
63,0.03000002271542966,57.99910424540627
64,0.030200061113112114,58.0440168808701
65,0.030400053299499713,58.00337873150013
66,0.030600044168515805,58.23137492753827
67,0.030800044123488145,58.232270746468615
68,0.031000049539285954,58.288507796686154
69,0.03120001489056138,58.11210134078941
70,0.031400038267013784,58.26055147192598
71,0.03160001254040658,58.35383025833173
72,0.03180005229242986,58.27197982677299
73,0.03200001569563876,58.375535909848786
74,0.032200019042332606,58.38949928446611
75,0.03240002697437883,58.48428056425023
76,0.03260002837680425,58.523401547347426
77,0.03280002550530412,58.37683946045422
78,0.033000009958710844,58.42276754476728
79,0.033200035752951586,58.462260464235044
80,0.03340003928109391,58.457557923180275
81,0.033600041863128254,58.4783364697109
82,0.033800001655352796,58.574032233470895
83,0.03400005861384256,58.69034356377051
84,0.03420000287792104,58.72466169440776
85,0.03440000938321171,58.851978013394955
86,0.034600028943846756,59.00305065209375
